Algorithm, Sample Size, Alpha/Penalty, 	 apSD, 	 arSD, 	 ahpSD, 	 ahrSD
CPC	100	1.0E-4	0.007429216502561884	0.00752228657534645	NaN	0.004875046858374289
CPC	100	0.001	0.007673531358720777	0.009637888196533972	NaN	0.007459833966451099
CPC	100	0.01	0.009285278237573141	0.008592122054737628	0.020086213112180788	0.00959897655363284
CPC	100	0.03	0.009914836023884925	0.008780627267153434	0.02283281443811606	0.011011955225786964
CPC	100	0.05	0.010285013720115333	0.008465962120154037	0.019997212322101703	0.009721261439577078
CPC	100	0.08	0.01111275119479089	0.008995125385549353	0.021610845254282224	0.008179277767341175
CPC	100	0.1	0.012364792515314449	0.009769267960867285	0.017987581805132786	0.008965169770051651
CPC	1000	1.0E-4	0.007767412201697028	0.009629389710611485	0.0139383514049885	0.014650709022221453
CPC	1000	0.001	0.006598858170971168	0.009869321596337296	0.013971896107964565	0.013899387844654899
CPC	1000	0.01	0.00630665451514695	0.009695962866390974	0.013647328473564431	0.012592581126012439
CPC	1000	0.03	0.0060381680558861135	0.010278006951767688	0.012964998419511403	0.014868625470829941
CPC	1000	0.05	0.005845394866125204	0.009924863927359822	0.009427928521495904	0.014633934767642834
CPC	1000	0.08	0.007047227015298959	0.010349449797506682	0.012525435105295192	0.014925938018462832
CPC	1000	0.1	0.006358136096705924	0.010696230958853971	0.012018928334300504	0.016793203860682233
CPC	3000	1.0E-4	0.004869283746916971	0.009501000255128577	0.008461968955762603	0.013953976146331825
CPC	3000	0.001	0.0053039974298530815	0.010075736590257676	0.008922135604838344	0.014780261849875227
CPC	3000	0.01	0.005190255612249108	0.008860187581344325	0.00886908447607893	0.012999325218654654
CPC	3000	0.03	0.005401690594367051	0.008912833247134613	0.008030158113352878	0.013010117520404523
CPC	3000	0.05	0.006439888063129184	0.00891808072079918	0.00893489774153322	0.013049612931455809
CPC	3000	0.08	0.007787659489092915	0.008326663997864532	0.008439736775852143	0.012847281096751456
CPC	3000	0.1	0.007950601658368243	0.008399387334939326	0.00802558210407112	0.012659277623210593
CPC	5000	1.0E-4	0.0016958953793878748	0.004999999999999999	0.0018601275719234704	0.00813051432308527
CPC	5000	0.001	0.0018747397444782215	0.004679181214924815	0.0018131291628527794	0.0079835356894839
CPC	5000	0.01	0.004208976297102767	0.00446624768917406	0.0018131291628527794	0.00709336235319219
CPC	5000	0.03	0.005759728065378646	0.003913539251583431	0.0018131291628527794	0.0065333154314112084
CPC	5000	0.05	0.010077857428833104	0.0037275644651843733	0.0031373315607382945	0.00637016070193061
CPC	5000	0.08	0.012070110114449981	0.003913539251583432	0.005524243272832594	0.00716717664444177
CPC	5000	0.1	0.01395798573155867	0.004078183290065372	0.006705438406627616	0.007605399743810834
CPC	10000	1.0E-4	0.005049119258958192	0.010018695973321477	0.010910823038334905	0.018920578851968753
CPC	10000	0.001	0.005906588572371102	0.009472644517348194	0.009816212559111972	0.018150765614641733
CPC	10000	0.01	0.005152129484968758	0.008700339443536013	0.00938149297444855	0.01601972468388169
CPC	10000	0.03	0.0059432366319593696	0.008568949794741203	0.008056122237362101	0.015210799487621668
CPC	10000	0.05	0.006139620943010849	0.008179277767341175	0.010650107754107328	0.013545677543665324
CPC	10000	0.08	0.006587678092466916	0.0079926867157216	0.012571790645002363	0.013433831778659058
CPC	10000	0.1	0.005852119709154372	0.007923611911937266	0.011422567605949497	0.01322765134987758
PCMax	100	1.0E-4	0.008619198659557988	0.00736039663309602	NaN	0.009501000255128574
PCMax	100	0.001	0.010492536035384147	0.009441726475089675	0.04413763772321784	0.014153709244580266
PCMax	100	0.01	0.011851483683546863	0.008150628720412414	0.02709895252482479	0.016066382759375563
PCMax	100	0.03	0.010969616199636522	0.008223486547332102	0.02691671429163254	0.015931872501482952
PCMax	100	0.05	0.009976852323607979	0.008098805052281095	0.017413230610094765	0.01683424524193161
PCMax	100	0.08	0.010478840518711242	0.008995125385549349	0.016948057727633727	0.011586440956354447
PCMax	100	0.1	0.010482916238573272	0.009222398363709264	0.019431114732085825	0.012466563467065117
PCMax	1000	1.0E-4	0.008371397491193085	0.01052871317728765	0.015061755615465874	0.01761113417084844
PCMax	1000	0.001	0.007903124889187721	0.010282557763127169	0.015939556343290535	0.01670941885173069
PCMax	1000	0.01	0.0076853209302455055	0.010080378717474818	0.015398357131731811	0.017796116272545674
PCMax	1000	0.03	0.008466106352554044	0.011113450046219876	0.01729425478031297	0.01695608362593864
PCMax	1000	0.05	0.008374244186416845	0.010163574450656378	0.017179971081191063	0.017488509176495696
PCMax	1000	0.08	0.009595404341302514	0.010075736590257673	0.0179787052721318	0.016739490025559002
PCMax	1000	0.1	0.009746690809935923	0.010600673044946156	0.015327996253213424	0.01795315541830138
PCMax	3000	1.0E-4	0.006722340942396404	0.009452868619958645	0.013168014386665908	0.016542696839193127
PCMax	3000	0.001	0.006169854898109784	0.010340405050489424	0.011857162286655419	0.01463473397764685
PCMax	3000	0.01	0.007248544849253406	0.008392422090076962	0.014530369810979974	0.012726543610922087
PCMax	3000	0.03	0.007559595379266247	0.00811611637602861	0.014575210022488629	0.010938424146421528
PCMax	3000	0.05	0.009677771466600685	0.00856485406450097	0.015287264816974986	0.011786601571623055
PCMax	3000	0.08	0.010732791124763085	0.008202124956446932	0.01910164889696814	0.014461079040567612
PCMax	3000	0.1	0.010162220453626383	0.008447983253571918	0.01270784013700737	0.014130552523517366
PCMax	5000	1.0E-4	0.002070780030353254	0.004999999999999999	0.008653857913918808	0.009093085863793208
