CPC	100	0.8060159035973335	0.5733333333333335	0.009130434782608696	0.8329108322877674	0.18533333333333338	0.0012631578947368421	
CPC	1000	0.8868148311547353	0.784	0.006521739130434782	0.860030216071236	0.49933333333333324	0.0025684210526315783	
CPC	3000	0.9135035432718004	0.8453333333333333	0.005304347826086958	0.927460343822939	0.5953333333333333	0.0014947368421052629	
CPC	5000	0.7891502034451487	0.9780000000000001	0.011404255319148935	0.9808798438403701	0.749	3.125E-4	
CPC	10000	0.8757022668815179	0.836	0.0077826086956521755	0.8807929771194442	0.6399999999999999	0.0027999999999999995	
PCMax	100	0.7674459232709043	0.5873333333333334	0.011695652173913045	0.5499963085767979	0.33999999999999997	0.00898947368421053	
PCMax	1000	0.8550949549132912	0.7959999999999999	0.008826086956521739	0.7344477291603269	0.5940000000000001	0.006778947368421051	
PCMax	3000	0.8779028412871883	0.8546666666666667	0.007869565217391305	0.8050323515676494	0.6713333333333332	0.005221052631578946	
PCMax	5000	0.7778974063633436	0.9780000000000001	0.012170212765957448	0.7295557122525025	0.769	0.006145833333333333	
PCMax	10000	0.8253447503280711	0.8553333333333333	0.011869565217391305	0.6811161036534672	0.6553333333333333	0.009726315789473684	
PCStable	100	0.8092210318024617	0.5733333333333335	0.008956521739130436	0.4844829063965247	0.4033333333333333	0.014042105263157897	
PCStable	1000	0.8854972005577204	0.7846666666666666	0.0066086956521739125	0.5980484229855778	0.67	0.014400000000000001	
PCStable	3000	0.914207768623913	0.8460000000000001	0.005260869565217392	0.6216360097949503	0.6913333333333334	0.013642105263157895	
PCStable	5000	0.7891502034451487	0.9780000000000001	0.011404255319148935	0.5272302551321377	0.8380000000000001	0.016645833333333335	
PCStable	10000	0.8785561481600567	0.836	0.007565217391304349	0.5733512721955578	0.7373333333333333	0.01741052631578947	
FGES	100	0.7305154360884261	0.7140000000000001	0.017304347826086957	0.5898791249886458	0.5193333333333334	0.011599999999999997	
FGES	1000	0.7437376544637649	0.8846666666666667	0.020347826086956518	0.6445064517247482	0.6866666666666666	0.012399999999999998	
FGES	3000	0.8147064014006711	0.9740000000000002	0.015478260869565214	0.7397042305720011	0.7766666666666665	0.009515789473684212	
FGES	5000	0.9633009009118885	0.999	0.001702127659574468	0.9527968891573542	0.8110000000000002	8.958333333333332E-4	
FGES	10000	0.7334293803849954	0.9826666666666665	0.02473913043478261	0.6420250785315156	0.8006666666666666	0.015326315789473683	
