Algorithm 	 TrueGraphID 	 Sample Size 	 AP 	 AR 	 AHP 	 AHR 	 SHD 	 adj F1 	 ah F1
CPC	Graph_50_3019_C	3000	0.9850746268656716	0.88	0.9259259259259259	0.6666666666666666	39.0	0.9295774647887323	0.7751937984496123
CPC	Graph_50_3020_C	3000	0.8571428571428571	0.8	0.8936170212765957	0.56	69.0	0.8275862068965518	0.6885245901639345
CPC	Graph_50_5001_C	5000	0.8305084745762712	0.98	0.95	0.76	34.0	0.8990825688073395	0.8444444444444444
CPC	Graph_50_5002_C	5000	0.7424242424242424	0.98	0.9743589743589743	0.76	47.0	0.8448275862068965	0.853932584269663
CPC	Graph_50_5003_C	5000	0.7903225806451613	0.98	1.0	0.76	39.0	0.8749999999999999	0.8636363636363636
CPC	Graph_50_5004_C	5000	0.9245283018867925	0.98	1.0	0.72	23.0	0.9514563106796116	0.8372093023255813
CPC	Graph_50_5005_C	5000	0.7538461538461538	0.98	0.975	0.78	44.0	0.8521739130434782	0.8666666666666667
CPC	Graph_50_5006_C	5000	0.9090909090909091	1.0	1.0	0.78	21.0	0.9523809523809523	0.8764044943820225
CPC	Graph_50_5007_C	5000	0.71875	0.92	1.0	0.66	57.0	0.8070175438596492	0.7951807228915663
CPC	Graph_50_5008_C	5000	0.8	0.96	0.9230769230769231	0.72	41.0	0.8727272727272728	0.8089887640449438
CPC	Graph_50_5009_C	5000	0.7384615384615385	0.96	0.8947368421052632	0.68	54.0	0.8347826086956522	0.7727272727272727
CPC	Graph_50_5010_C	5000	0.765625	0.98	1.0	0.76	43.0	0.8596491228070174	0.8636363636363636
CPC	Graph_50_5011_C	5000	0.8032786885245902	0.98	0.9743589743589743	0.76	37.0	0.882882882882883	0.853932584269663
CPC	Graph_50_5012_C	5000	0.7936507936507936	1.0	1.0	0.78	37.0	0.8849557522123894	0.8764044943820225
CPC	Graph_50_5013_C	5000	0.8166666666666667	0.98	1.0	0.74	36.0	0.890909090909091	0.8505747126436781
CPC	Graph_50_5014_C	5000	0.8	0.96	0.9736842105263158	0.74	39.0	0.8727272727272728	0.8409090909090909
CPC	Graph_50_5015_C	5000	0.7777777777777778	0.98	1.0	0.76	41.0	0.8672566371681417	0.8636363636363636
CPC	Graph_50_5016_C	5000	0.6944444444444444	1.0	1.0	0.74	57.0	0.819672131147541	0.8505747126436781
CPC	Graph_50_5017_C	5000	0.8448275862068966	0.98	1.0	0.74	32.0	0.9074074074074074	0.8505747126436781
CPC	Graph_50_5018_C	5000	0.7	0.98	1.0	0.76	55.0	0.8166666666666667	0.8636363636363636
CPC	Graph_50_5019_C	5000	0.7313432835820896	0.98	0.9523809523809523	0.8	47.0	0.8376068376068375	0.8695652173913043
CPC	Graph_50_5020_C	5000	0.847457627118644	1.0	1.0	0.78	29.0	0.9174311926605504	0.8764044943820225
CPC	Graph_50_10001_C	10000	0.8695652173913043	0.8	0.7894736842105263	0.6	67.0	0.8333333333333333	0.6818181818181819
CPC	Graph_50_10002_C	10000	0.8732394366197183	0.8266666666666667	0.8	0.64	62.0	0.8493150684931506	0.7111111111111111
CPC	Graph_50_10003_C	10000	0.875	0.84	0.8727272727272727	0.64	60.0	0.8571428571428572	0.7384615384615385
CPC	Graph_50_10004_C	10000	0.9090909090909091	0.8	0.8823529411764706	0.6	59.0	0.8510638297872342	0.7142857142857143
CPC	Graph_50_10005_C	10000	0.88	0.88	0.8983050847457628	0.7066666666666667	52.0	0.88	0.7910447761194029
CPC	Graph_50_10006_C	10000	0.8461538461538461	0.88	0.8412698412698413	0.7066666666666667	58.0	0.8627450980392156	0.7681159420289856
CPC	Graph_50_10007_C	10000	0.9014084507042254	0.8533333333333334	0.9215686274509803	0.6266666666666667	55.0	0.8767123287671234	0.746031746031746
CPC	Graph_50_10008_C	10000	0.9178082191780822	0.8933333333333333	0.9180327868852459	0.7466666666666667	40.0	0.9054054054054055	0.823529411764706
CPC	Graph_50_10009_C	10000	0.8873239436619719	0.84	0.9272727272727272	0.68	54.0	0.863013698630137	0.7846153846153845
CPC	Graph_50_10010_C	10000	0.8333333333333334	0.8666666666666667	0.8833333333333333	0.7066666666666667	61.0	0.8496732026143791	0.7851851851851853
CPC	Graph_50_10011_C	10000	0.8648648648648649	0.8533333333333334	0.9107142857142857	0.68	57.0	0.8590604026845637	0.7786259541984734
CPC	Graph_50_10012_C	10000	0.8904109589041096	0.8666666666666667	0.8095238095238095	0.68	55.0	0.8783783783783784	0.7391304347826089
CPC	Graph_50_10013_C	10000	0.84	0.84	0.8620689655172413	0.6666666666666666	65.0	0.8399999999999999	0.7518796992481203
CPC	Graph_50_10014_C	10000	0.8732394366197183	0.8266666666666667	0.8867924528301887	0.6266666666666667	60.0	0.8493150684931506	0.734375
CPC	Graph_50_10015_C	10000	0.890625	0.76	0.9512195121951219	0.52	68.0	0.8201438848920863	0.6724137931034483
CPC	Graph_50_10016_C	10000	0.9	0.84	0.9791666666666666	0.6266666666666667	54.0	0.8689655172413793	0.7642276422764227
CPC	Graph_50_10017_C	10000	0.8857142857142857	0.8266666666666667	0.8867924528301887	0.6266666666666667	58.0	0.8551724137931035	0.734375
CPC	Graph_50_10018_C	10000	0.821917808219178	0.8	0.8627450980392157	0.5866666666666667	74.0	0.8108108108108107	0.6984126984126984
CPC	Graph_50_10019_C	10000	0.9014084507042254	0.8533333333333334	0.92	0.6133333333333333	56.0	0.8767123287671234	0.7360000000000001
CPC	Graph_50_10020_C	10000	0.8529411764705882	0.7733333333333333	0.8125	0.52	76.0	0.8111888111888111	0.6341463414634146
PCMax	Graph_50_101_C	100	0.7222222222222222	0.52	0.4583333333333333	0.29333333333333333	132.0	0.6046511627906976	0.35772357723577236
PCMax	Graph_50_102_C	100	0.6896551724137931	0.5333333333333333	0.48	0.32	133.0	0.6015037593984963	0.38399999999999995
PCMax	Graph_50_103_C	100	0.8245614035087719	0.6266666666666667	0.4883720930232558	0.28	115.0	0.7121212121212122	0.35593220338983056
PCMax	Graph_50_104_C	100	0.7777777777777778	0.56	0.6744186046511628	0.38666666666666666	108.0	0.6511627906976745	0.4915254237288136
PCMax	Graph_50_105_C	100	0.7540983606557377	0.6133333333333333	0.5283018867924528	0.37333333333333335	120.0	0.676470588235294	0.43749999999999994
PCMax	Graph_50_106_C	100	0.8627450980392157	0.5866666666666667	0.7096774193548387	0.29333333333333333	103.0	0.6984126984126984	0.4150943396226416
PCMax	Graph_50_107_C	100	0.8	0.5866666666666667	0.5714285714285714	0.37333333333333335	112.0	0.676923076923077	0.45161290322580644
PCMax	Graph_50_108_C	100	0.7407407407407407	0.5333333333333333	0.5217391304347826	0.32	124.0	0.6201550387596898	0.39669421487603307
PCMax	Graph_50_109_C	100	0.8	0.5866666666666667	0.54	0.36	114.0	0.676923076923077	0.43200000000000005
PCMax	Graph_50_110_C	100	0.7384615384615385	0.64	0.5967741935483871	0.49333333333333335	110.0	0.6857142857142857	0.5401459854014599
PCMax	Graph_50_111_C	100	0.75	0.6	0.42857142857142855	0.28	129.0	0.6666666666666665	0.3387096774193548
PCMax	Graph_50_112_C	100	0.7377049180327869	0.6	0.5454545454545454	0.32	121.0	0.6617647058823529	0.4033613445378151
PCMax	Graph_50_113_C	100	0.7169811320754716	0.5066666666666667	0.5476190476190477	0.30666666666666664	127.0	0.59375	0.39316239316239315
PCMax	Graph_50_114_C	100	0.7333333333333333	0.5866666666666667	0.4423076923076923	0.30666666666666664	129.0	0.6518518518518519	0.3622047244094488
PCMax	Graph_50_115_C	100	0.8421052631578947	0.64	0.6666666666666666	0.3466666666666667	100.0	0.7272727272727272	0.456140350877193
PCMax	Graph_50_116_C	100	0.8148148148148148	0.5866666666666667	0.5945945945945946	0.29333333333333333	111.0	0.6821705426356589	0.3928571428571429
PCMax	Graph_50_117_C	100	0.8035714285714286	0.6	0.6222222222222222	0.37333333333333335	109.0	0.6870229007633588	0.4666666666666667
PCMax	Graph_50_118_C	100	0.7868852459016393	0.64	0.6458333333333334	0.41333333333333333	102.0	0.7058823529411764	0.5040650406504066
PCMax	Graph_50_119_C	100	0.7164179104477612	0.64	0.5454545454545454	0.4	119.0	0.676056338028169	0.4615384615384615
PCMax	Graph_50_120_C	100	0.7368421052631579	0.56	0.39215686274509803	0.26666666666666666	134.0	0.6363636363636364	0.3174603174603175
PCMax	Graph_50_1001_C	1000	0.9014084507042254	0.8533333333333334	0.8666666666666667	0.6933333333333334	49.0	0.8767123287671234	0.7703703703703704
PCMax	Graph_50_1002_C	1000	0.8285714285714286	0.7733333333333333	0.7727272727272727	0.68	68.0	0.7999999999999999	0.7234042553191491
PCMax	Graph_50_1003_C	1000	0.8857142857142857	0.8266666666666667	0.7230769230769231	0.6266666666666667	67.0	0.8551724137931035	0.6714285714285715
PCMax	Graph_50_1004_C	1000	0.8309859154929577	0.7866666666666666	0.7213114754098361	0.5866666666666667	78.0	0.8082191780821917	0.6470588235294118
PCMax	Graph_50_1005_C	1000	0.7746478873239436	0.7333333333333333	0.6774193548387096	0.56	90.0	0.7534246575342466	0.613138686131387
PCMax	Graph_50_1006_C	1000	0.828125	0.7066666666666667	0.64	0.4266666666666667	94.0	0.762589928057554	0.512
PCMax	Graph_50_1007_C	1000	0.9014084507042254	0.8533333333333334	0.7741935483870968	0.64	61.0	0.8767123287671234	0.7007299270072993
PCMax	Graph_50_1008_C	1000	0.859375	0.7333333333333333	0.6956521739130435	0.4266666666666667	88.0	0.79136690647482	0.5289256198347106
PCMax	Graph_50_1009_C	1000	0.9264705882352942	0.84	0.7719298245614035	0.5866666666666667	61.0	0.881118881118881	0.6666666666666666
PCMax	Graph_50_1010_C	1000	0.9393939393939394	0.8266666666666667	0.7936507936507936	0.6666666666666666	55.0	0.8794326241134751	0.7246376811594203
PCMax	Graph_50_1011_C	1000	0.8656716417910447	0.7733333333333333	0.7192982456140351	0.5466666666666666	76.0	0.8169014084507041	0.6212121212121212
PCMax	Graph_50_1012_C	1000	0.8732394366197183	0.8266666666666667	0.7966101694915254	0.6266666666666667	62.0	0.8493150684931506	0.701492537313433
PCMax	Graph_50_1013_C	1000	0.8873239436619719	0.84	0.7727272727272727	0.68	60.0	0.863013698630137	0.7234042553191491
PCMax	Graph_50_1014_C	1000	0.8169014084507042	0.7733333333333333	0.7636363636363637	0.56	79.0	0.7945205479452055	0.6461538461538462
PCMax	Graph_50_1015_C	1000	0.8289473684210527	0.84	0.589041095890411	0.5733333333333334	88.0	0.8344370860927153	0.5810810810810811
PCMax	Graph_50_1016_C	1000	0.8767123287671232	0.8533333333333334	0.7727272727272727	0.68	61.0	0.8648648648648648	0.7234042553191491
PCMax	Graph_50_1017_C	1000	0.8591549295774648	0.8133333333333334	0.7846153846153846	0.68	63.0	0.8356164383561644	0.7285714285714285
PCMax	Graph_50_1018_C	1000	0.8082191780821918	0.7866666666666666	0.75	0.6	76.0	0.7972972972972971	0.6666666666666665
PCMax	Graph_50_1019_C	1000	0.8208955223880597	0.7333333333333333	0.7068965517241379	0.5466666666666666	83.0	0.7746478873239437	0.6165413533834586
PCMax	Graph_50_1020_C	1000	0.7887323943661971	0.7466666666666667	0.5967741935483871	0.49333333333333335	99.0	0.767123287671233	0.5401459854014599
PCMax	Graph_50_3001_C	3000	0.821917808219178	0.8	0.7457627118644068	0.5866666666666667	76.0	0.8108108108108107	0.6567164179104478
PCMax	Graph_50_3002_C	3000	0.9696969696969697	0.8533333333333334	0.9622641509433962	0.68	40.0	0.9078014184397163	0.796875
PCMax	Graph_50_3003_C	3000	0.8243243243243243	0.8133333333333334	0.7142857142857143	0.6666666666666666	73.0	0.8187919463087249	0.689655172413793
PCMax	Graph_50_3004_C	3000	0.9117647058823529	0.8266666666666667	0.8070175438596491	0.6133333333333333	60.0	0.8671328671328671	0.696969696969697
PCMax	Graph_50_3005_C	3000	0.8783783783783784	0.8666666666666667	0.864406779661017	0.68	54.0	0.87248322147651	0.7611940298507464
PCMax	Graph_50_3006_C	3000	0.8873239436619719	0.84	0.8	0.5866666666666667	63.0	0.863013698630137	0.676923076923077
PCMax	Graph_50_3007_C	3000	0.8513513513513513	0.84	0.7777777777777778	0.6533333333333333	63.0	0.8456375838926175	0.7101449275362319
PCMax	Graph_50_3008_C	3000	0.9090909090909091	0.9333333333333333	0.8307692307692308	0.72	45.0	0.9210526315789475	0.7714285714285715
PCMax	Graph_50_3009_C	3000	0.9	0.84	0.8571428571428571	0.72	49.0	0.8689655172413793	0.782608695652174
PCMax	Graph_50_3010_C	3000	0.8947368421052632	0.9066666666666666	0.8484848484848485	0.7466666666666667	45.0	0.9006622516556291	0.7943262411347518
PCMax	Graph_50_3011_C	3000	0.8493150684931506	0.8266666666666667	0.7068965517241379	0.5466666666666666	76.0	0.8378378378378378	0.6165413533834586
PCMax	Graph_50_3012_C	3000	0.8072289156626506	0.8933333333333333	0.725	0.7733333333333333	64.0	0.8481012658227848	0.7483870967741936
PCMax	Graph_50_3013_C	3000	0.88	0.88	0.7714285714285715	0.72	56.0	0.88	0.7448275862068965
PCMax	Graph_50_3014_C	3000	0.8571428571428571	0.88	0.8208955223880597	0.7333333333333333	53.0	0.8684210526315789	0.7746478873239437
PCMax	Graph_50_3015_C	3000	0.8611111111111112	0.8266666666666667	0.7457627118644068	0.5866666666666667	71.0	0.8435374149659863	0.6567164179104478
PCMax	Graph_50_3016_C	3000	0.868421052631579	0.88	0.8461538461538461	0.7333333333333333	51.0	0.8741721854304636	0.7857142857142856
PCMax	Graph_50_3017_C	3000	0.8857142857142857	0.8266666666666667	0.75	0.6	68.0	0.8551724137931035	0.6666666666666665
PCMax	Graph_50_3018_C	3000	0.9428571428571428	0.88	0.896551724137931	0.6933333333333334	42.0	0.9103448275862068	0.7819548872180451
PCMax	Graph_50_3019_C	3000	0.9710144927536232	0.8933333333333333	0.8688524590163934	0.7066666666666667	40.0	0.9305555555555556	0.7794117647058822
PCMax	Graph_50_3020_C	3000	0.7866666666666666	0.7866666666666666	0.7611940298507462	0.68	73.0	0.7866666666666666	0.7183098591549296
PCMax	Graph_50_5001_C	5000	0.8032786885245902	0.98	0.660377358490566	0.7	49.0	0.882882882882883	0.6796116504854369
PCMax	Graph_50_5002_C	5000	0.7313432835820896	0.98	0.6885245901639344	0.84	48.0	0.8376068376068375	0.7567567567567568
PCMax	Graph_50_5003_C	5000	0.7903225806451613	0.98	0.7272727272727273	0.8	39.0	0.8749999999999999	0.761904761904762
PCMax	Graph_50_5004_C	5000	0.9074074074074074	0.98	0.7435897435897436	0.58	38.0	0.9423076923076924	0.6516853932584269
PCMax	Graph_50_5005_C	5000	0.7313432835820896	0.98	0.6	0.72	58.0	0.8376068376068375	0.6545454545454547
PCMax	Graph_50_5006_C	5000	0.9090909090909091	1.0	0.8666666666666667	0.78	23.0	0.9523809523809523	0.8210526315789474
PCMax	Graph_50_5007_C	5000	0.6865671641791045	0.92	0.6851851851851852	0.74	61.0	0.7863247863247863	0.7115384615384615
PCMax	Graph_50_5008_C	5000	0.8	0.96	0.803921568627451	0.82	35.0	0.8727272727272728	0.8118811881188118
PCMax	Graph_50_5009_C	5000	0.7272727272727273	0.96	0.6	0.72	58.0	0.8275862068965517	0.6545454545454547
PCMax	Graph_50_5010_C	5000	0.765625	0.98	0.7254901960784313	0.74	47.0	0.8596491228070174	0.7326732673267328
PCMax	Graph_50_5011_C	5000	0.7903225806451613	0.98	0.8113207547169812	0.86	35.0	0.8749999999999999	0.8349514563106797
PCMax	Graph_50_5012_C	5000	0.78125	1.0	0.8269230769230769	0.86	37.0	0.8771929824561403	0.8431372549019608
PCMax	Graph_50_5013_C	5000	0.8032786885245902	0.98	0.8367346938775511	0.82	34.0	0.882882882882883	0.8282828282828283
PCMax	Graph_50_5014_C	5000	0.7741935483870968	0.96	0.74	0.74	45.0	0.8571428571428571	0.74
PCMax	Graph_50_5015_C	5000	0.7777777777777778	0.98	0.7058823529411765	0.72	47.0	0.8672566371681417	0.712871287128713
PCMax	Graph_50_5016_C	5000	0.6944444444444444	1.0	0.6363636363636364	0.84	56.0	0.819672131147541	0.7241379310344828
PCMax	Graph_50_5017_C	5000	0.8305084745762712	0.98	0.7391304347826086	0.68	41.0	0.8990825688073395	0.7083333333333334
PCMax	Graph_50_5018_C	5000	0.7	0.98	0.65625	0.84	53.0	0.8166666666666667	0.736842105263158
PCMax	Graph_50_5019_C	5000	0.7205882352941176	0.98	0.6896551724137931	0.8	51.0	0.8305084745762712	0.7407407407407408
PCMax	Graph_50_5020_C	5000	0.8333333333333334	1.0	0.8478260869565217	0.78	33.0	0.9090909090909091	0.8125
PCMax	Graph_50_10001_C	10000	0.8266666666666667	0.8266666666666667	0.5571428571428572	0.52	93.0	0.8266666666666667	0.5379310344827587
PCMax	Graph_50_10002_C	10000	0.8354430379746836	0.88	0.6575342465753424	0.64	74.0	0.8571428571428572	0.6486486486486486
PCMax	Graph_50_10003_C	10000	0.8	0.8533333333333334	0.704225352112676	0.6666666666666666	73.0	0.8258064516129033	0.6849315068493151
PCMax	Graph_50_10004_C	10000	0.9	0.84	0.6923076923076923	0.6	71.0	0.8689655172413793	0.6428571428571429
PCMax	Graph_50_10005_C	10000	0.8354430379746836	0.88	0.6973684210526315	0.7066666666666667	67.0	0.8571428571428572	0.7019867549668874
PCMax	Graph_50_10006_C	10000	0.8148148148148148	0.88	0.6891891891891891	0.68	74.0	0.8461538461538461	0.6845637583892618
PCMax	Graph_50_10007_C	10000	0.8552631578947368	0.8666666666666667	0.7183098591549296	0.68	66.0	0.8609271523178809	0.6986301369863014
PCMax	Graph_50_10008_C	10000	0.8717948717948718	0.9066666666666666	0.7733333333333333	0.7733333333333333	51.0	0.8888888888888887	0.7733333333333333
PCMax	Graph_50_10009_C	10000	0.8311688311688312	0.8533333333333334	0.7333333333333333	0.7333333333333333	66.0	0.8421052631578949	0.7333333333333333
PCMax	Graph_50_10010_C	10000	0.7926829268292683	0.8666666666666667	0.6266666666666667	0.6266666666666667	84.0	0.8280254777070064	0.6266666666666667
PCMax	Graph_50_10011_C	10000	0.7901234567901234	0.8533333333333334	0.5733333333333334	0.5733333333333334	95.0	0.8205128205128205	0.5733333333333334
PCMax	Graph_50_10012_C	10000	0.9066666666666666	0.9066666666666666	0.7727272727272727	0.68	54.0	0.9066666666666666	0.7234042553191491
PCMax	Graph_50_10013_C	10000	0.8170731707317073	0.8933333333333333	0.725	0.7733333333333333	63.0	0.8535031847133757	0.7483870967741936
PCMax	Graph_50_10014_C	10000	0.8205128205128205	0.8533333333333334	0.5921052631578947	0.6	86.0	0.8366013071895425	0.596026490066225
PCMax	Graph_50_10015_C	10000	0.7402597402597403	0.76	0.5405405405405406	0.5333333333333333	108.0	0.75	0.5369127516778522
PCMax	Graph_50_10016_C	10000	0.8333333333333334	0.8666666666666667	0.7297297297297297	0.72	65.0	0.8496732026143791	0.7248322147651007
PCMax	Graph_50_10017_C	10000	0.8181818181818182	0.84	0.6756756756756757	0.6666666666666666	77.0	0.8289473684210527	0.6711409395973154
PCMax	Graph_50_10018_C	10000	0.7625	0.8133333333333334	0.6865671641791045	0.6133333333333333	85.0	0.7870967741935484	0.6478873239436619
PCMax	Graph_50_10019_C	10000	0.8441558441558441	0.8666666666666667	0.7428571428571429	0.6933333333333334	66.0	0.8552631578947368	0.7172413793103448
PCMax	Graph_50_10020_C	10000	0.8108108108108109	0.8	0.734375	0.6266666666666667	76.0	0.8053691275167786	0.6762589928057554
PCStable	Graph_50_101_C	100	0.76	0.5066666666666667	0.42028985507246375	0.38666666666666666	125.0	0.6080000000000001	0.4027777777777778
