Algorithm 	 TrueGraphID 	 Sample Size 	 Alpha/Penalty 	 AP 	 AR 	 AHP 	 AHR,	 SHD 	 adj F1 	 ah F1
CPC	Graph_50_107_C	100	0.05	0.9333333333333333	0.56	0.8461538461538461	0.14666666666666667	105.0	0.7000000000000001	0.25000000000000006
CPC	Graph_50_107_C	100	0.08	0.9347826086956522	0.5733333333333334	0.8181818181818182	0.12	106.0	0.7107438016528925	0.20930232558139536
CPC	Graph_50_107_C	100	0.1	0.8958333333333334	0.5733333333333334	0.8333333333333334	0.13333333333333333	109.0	0.6991869918699187	0.2298850574712644
CPC	Graph_50_108_C	100	1.0E-4	0.8846153846153846	0.30666666666666664	NaN	0.0	133.0	0.4554455445544554	NaN
CPC	Graph_50_108_C	100	0.001	0.896551724137931	0.3466666666666667	NaN	0.0	130.0	0.5	NaN
CPC	Graph_50_108_C	100	0.01	0.8108108108108109	0.4	1.0	0.05333333333333334	130.0	0.5357142857142857	0.10126582278481014
CPC	Graph_50_108_C	100	0.03	0.825	0.44	1.0	0.13333333333333333	121.0	0.5739130434782609	0.23529411764705882
CPC	Graph_50_108_C	100	0.05	0.7872340425531915	0.49333333333333335	1.0	0.16	121.0	0.6065573770491803	0.2758620689655173
CPC	Graph_50_108_C	100	0.08	0.78	0.52	1.0	0.18666666666666668	119.0	0.624	0.3146067415730337
CPC	Graph_50_108_C	100	0.1	0.75	0.52	0.875	0.18666666666666668	124.0	0.6141732283464567	0.30769230769230765
CPC	Graph_50_109_C	100	1.0E-4	0.9333333333333333	0.37333333333333335	1.0	0.02666666666666667	124.0	0.5333333333333333	0.05194805194805195
CPC	Graph_50_109_C	100	0.001	0.9428571428571428	0.44	1.0	0.08	115.0	0.6000000000000001	0.14814814814814814
CPC	Graph_50_109_C	100	0.01	0.9024390243902439	0.49333333333333335	1.0	0.13333333333333333	111.0	0.6379310344827587	0.23529411764705882
CPC	Graph_50_109_C	100	0.03	0.9333333333333333	0.56	0.8571428571428571	0.16	103.0	0.7000000000000001	0.2696629213483146
CPC	Graph_50_109_C	100	0.05	0.9130434782608695	0.56	0.8571428571428571	0.16	105.0	0.6942148760330579	0.2696629213483146
CPC	Graph_50_109_C	100	0.08	0.8979591836734694	0.5866666666666667	0.7777777777777778	0.18666666666666668	104.0	0.7096774193548387	0.3010752688172043
CPC	Graph_50_109_C	100	0.1	0.9	0.6	0.7058823529411765	0.16	106.0	0.7200000000000001	0.2608695652173913
CPC	Graph_50_110_C	100	1.0E-4	0.9285714285714286	0.3466666666666667	1.0	0.05333333333333334	124.0	0.5048543689320388	0.10126582278481014
CPC	Graph_50_110_C	100	0.001	0.9411764705882353	0.4266666666666667	1.0	0.05333333333333334	118.0	0.5871559633027523	0.10126582278481014
CPC	Graph_50_110_C	100	0.01	0.926829268292683	0.5066666666666667	1.0	0.13333333333333333	108.0	0.6551724137931035	0.23529411764705882
CPC	Graph_50_110_C	100	0.03	0.8571428571428571	0.56	1.0	0.13333333333333333	112.0	0.6774193548387096	0.23529411764705882
CPC	Graph_50_110_C	100	0.05	0.8301886792452831	0.5866666666666667	1.0	0.16	112.0	0.6875	0.2758620689655173
CPC	Graph_50_110_C	100	0.08	0.7966101694915254	0.6266666666666667	1.0	0.18666666666666668	113.0	0.701492537313433	0.3146067415730337
CPC	Graph_50_110_C	100	0.1	0.734375	0.6266666666666667	0.9285714285714286	0.17333333333333334	124.0	0.6762589928057554	0.29213483146067415
CPC	Graph_50_111_C	100	1.0E-4	0.9285714285714286	0.3466666666666667	NaN	0.0	128.0	0.5048543689320388	NaN
CPC	Graph_50_111_C	100	0.001	0.875	0.37333333333333335	0.6666666666666666	0.05333333333333334	128.0	0.5233644859813085	0.09876543209876544
CPC	Graph_50_111_C	100	0.01	0.8409090909090909	0.49333333333333335	0.8333333333333334	0.06666666666666667	122.0	0.6218487394957983	0.1234567901234568
CPC	Graph_50_111_C	100	0.03	0.8125	0.52	0.8333333333333334	0.06666666666666667	124.0	0.6341463414634146	0.1234567901234568
CPC	Graph_50_111_C	100	0.05	0.8	0.5333333333333333	0.8	0.10666666666666667	122.0	0.64	0.18823529411764706
CPC	Graph_50_111_C	100	0.08	0.8113207547169812	0.5733333333333334	0.7368421052631579	0.18666666666666668	114.0	0.6718750000000001	0.2978723404255319
CPC	Graph_50_111_C	100	0.1	0.7719298245614035	0.5866666666666667	0.7368421052631579	0.18666666666666668	118.0	0.6666666666666666	0.2978723404255319
CPC	Graph_50_112_C	100	1.0E-4	0.9629629629629629	0.3466666666666667	1.0	0.05333333333333334	122.0	0.5098039215686275	0.10126582278481014
CPC	Graph_50_112_C	100	0.001	0.9354838709677419	0.38666666666666666	1.0	0.05333333333333334	121.0	0.5471698113207547	0.10126582278481014
CPC	Graph_50_112_C	100	0.01	0.8947368421052632	0.4533333333333333	0.875	0.09333333333333334	117.0	0.6017699115044247	0.1686746987951807
CPC	Graph_50_112_C	100	0.03	0.8297872340425532	0.52	1.0	0.10666666666666667	119.0	0.6393442622950819	0.1927710843373494
CPC	Graph_50_112_C	100	0.05	0.82	0.5466666666666666	0.9166666666666666	0.14666666666666667	116.0	0.6559999999999999	0.25287356321839083
CPC	Graph_50_112_C	100	0.08	0.8	0.5866666666666667	0.8571428571428571	0.16	118.0	0.676923076923077	0.2696629213483146
CPC	Graph_50_112_C	100	0.1	0.7678571428571429	0.5733333333333334	0.8571428571428571	0.16	123.0	0.6564885496183206	0.2696629213483146
CPC	Graph_50_113_C	100	1.0E-4	0.9032258064516129	0.37333333333333335	1.0	0.05333333333333334	124.0	0.5283018867924528	0.10126582278481014
CPC	Graph_50_113_C	100	0.001	0.8823529411764706	0.4	1.0	0.05333333333333334	124.0	0.5504587155963303	0.10126582278481014
CPC	Graph_50_113_C	100	0.01	0.85	0.4533333333333333	0.8888888888888888	0.10666666666666667	120.0	0.591304347826087	0.19047619047619047
CPC	Graph_50_113_C	100	0.03	0.9	0.48	1.0	0.10666666666666667	114.0	0.6260869565217392	0.1927710843373494
CPC	Graph_50_113_C	100	0.05	0.9	0.48	1.0	0.10666666666666667	114.0	0.6260869565217392	0.1927710843373494
CPC	Graph_50_113_C	100	0.08	0.8222222222222222	0.49333333333333335	1.0	0.13333333333333333	119.0	0.6166666666666666	0.23529411764705882
CPC	Graph_50_113_C	100	0.1	0.7659574468085106	0.48	0.8333333333333334	0.13333333333333333	127.0	0.5901639344262295	0.2298850574712644
CPC	Graph_50_114_C	100	1.0E-4	0.896551724137931	0.3466666666666667	1.0	0.02666666666666667	128.0	0.5	0.05194805194805195
CPC	Graph_50_114_C	100	0.001	0.8787878787878788	0.38666666666666666	1.0	0.02666666666666667	127.0	0.537037037037037	0.05194805194805195
CPC	Graph_50_114_C	100	0.01	0.925	0.49333333333333335	1.0	0.08	113.0	0.6434782608695652	0.14814814814814814
CPC	Graph_50_114_C	100	0.03	0.8444444444444444	0.5066666666666667	0.8333333333333334	0.06666666666666667	121.0	0.6333333333333333	0.1234567901234568
CPC	Graph_50_114_C	100	0.05	0.8163265306122449	0.5333333333333333	0.875	0.09333333333333334	121.0	0.6451612903225806	0.1686746987951807
CPC	Graph_50_114_C	100	0.08	0.7413793103448276	0.5733333333333334	0.7368421052631579	0.18666666666666668	124.0	0.6466165413533834	0.2978723404255319
CPC	Graph_50_114_C	100	0.1	0.7457627118644068	0.5866666666666667	0.8333333333333334	0.2	122.0	0.6567164179104478	0.3225806451612903
CPC	Graph_50_115_C	100	1.0E-4	0.96	0.32	0.5	0.013333333333333334	128.0	0.4799999999999999	0.025974025974025976
CPC	Graph_50_115_C	100	0.001	0.90625	0.38666666666666666	0.5	0.02666666666666667	126.0	0.5420560747663551	0.05063291139240507
CPC	Graph_50_115_C	100	0.01	0.9166666666666666	0.44	0.8333333333333334	0.06666666666666667	118.0	0.5945945945945945	0.1234567901234568
CPC	Graph_50_115_C	100	0.03	0.9090909090909091	0.5333333333333333	0.8571428571428571	0.08	112.0	0.6722689075630252	0.14634146341463417
CPC	Graph_50_115_C	100	0.05	0.9130434782608695	0.56	0.7857142857142857	0.14666666666666667	106.0	0.6942148760330579	0.24719101123595508
CPC	Graph_50_115_C	100	0.08	0.9056603773584906	0.64	0.8421052631578947	0.21333333333333335	97.0	0.7500000000000001	0.34042553191489366
CPC	Graph_50_115_C	100	0.1	0.9056603773584906	0.64	0.8	0.21333333333333335	98.0	0.7500000000000001	0.3368421052631579
CPC	Graph_50_116_C	100	1.0E-4	0.9090909090909091	0.4	1.0	0.02666666666666667	124.0	0.5555555555555556	0.05194805194805195
CPC	Graph_50_116_C	100	0.001	0.9411764705882353	0.4266666666666667	1.0	0.08	116.0	0.5871559633027523	0.14814814814814814
CPC	Graph_50_116_C	100	0.01	0.9024390243902439	0.49333333333333335	0.9	0.12	112.0	0.6379310344827587	0.21176470588235294
CPC	Graph_50_116_C	100	0.03	0.8863636363636364	0.52	0.9375	0.2	106.0	0.6554621848739497	0.32967032967032966
CPC	Graph_50_116_C	100	0.05	0.8541666666666666	0.5466666666666666	0.9375	0.2	108.0	0.6666666666666665	0.32967032967032966
CPC	Graph_50_116_C	100	0.08	0.84	0.56	0.9375	0.2	109.0	0.6720000000000002	0.32967032967032966
CPC	Graph_50_116_C	100	0.1	0.82	0.5466666666666666	0.8095238095238095	0.22666666666666666	111.0	0.6559999999999999	0.3541666666666667
CPC	Graph_50_117_C	100	1.0E-4	0.9642857142857143	0.36	1.0	0.05333333333333334	121.0	0.5242718446601942	0.10126582278481014
CPC	Graph_50_117_C	100	0.001	0.9	0.36	1.0	0.05333333333333334	125.0	0.5142857142857143	0.10126582278481014
CPC	Graph_50_117_C	100	0.01	0.868421052631579	0.44	0.9285714285714286	0.17333333333333334	115.0	0.5840707964601771	0.29213483146067415
CPC	Graph_50_117_C	100	0.03	0.8604651162790697	0.49333333333333335	0.7647058823529411	0.17333333333333334	116.0	0.6271186440677966	0.2826086956521739
CPC	Graph_50_117_C	100	0.05	0.851063829787234	0.5333333333333333	0.7916666666666666	0.25333333333333335	110.0	0.6557377049180327	0.38383838383838387
CPC	Graph_50_117_C	100	0.08	0.8333333333333334	0.5333333333333333	0.75	0.24	113.0	0.6504065040650406	0.36363636363636365
CPC	Graph_50_117_C	100	0.1	0.803921568627451	0.5466666666666666	0.75	0.24	116.0	0.6507936507936508	0.36363636363636365
CPC	Graph_50_118_C	100	1.0E-4	1.0	0.41333333333333333	1.0	0.08	113.0	0.5849056603773585	0.14814814814814814
CPC	Graph_50_118_C	100	0.001	1.0	0.49333333333333335	1.0	0.13333333333333333	103.0	0.6607142857142857	0.23529411764705882
CPC	Graph_50_118_C	100	0.01	0.9512195121951219	0.52	1.0	0.16	103.0	0.6724137931034483	0.2758620689655173
CPC	Graph_50_118_C	100	0.03	0.9347826086956522	0.5733333333333334	1.0	0.17333333333333334	100.0	0.7107438016528925	0.29545454545454547
CPC	Graph_50_118_C	100	0.05	0.88	0.5866666666666667	1.0	0.18666666666666668	104.0	0.704	0.3146067415730337
CPC	Graph_50_118_C	100	0.08	0.8301886792452831	0.5866666666666667	0.8666666666666667	0.17333333333333334	112.0	0.6875	0.2888888888888889
CPC	Graph_50_118_C	100	0.1	0.8214285714285714	0.6133333333333333	0.8333333333333334	0.2	110.0	0.7022900763358778	0.3225806451612903
CPC	Graph_50_119_C	100	1.0E-4	1.0	0.44	0.6666666666666666	0.05333333333333334	115.0	0.6111111111111112	0.09876543209876544
CPC	Graph_50_119_C	100	0.001	0.972972972972973	0.48	1.0	0.10666666666666667	108.0	0.6428571428571428	0.1927710843373494
CPC	Graph_50_119_C	100	0.01	0.8936170212765957	0.56	1.0	0.21333333333333335	102.0	0.6885245901639345	0.3516483516483517
CPC	Graph_50_119_C	100	0.03	0.88	0.5866666666666667	1.0	0.24	100.0	0.704	0.3870967741935484
CPC	Graph_50_119_C	100	0.05	0.8333333333333334	0.6	1.0	0.24	105.0	0.6976744186046512	0.3870967741935484
CPC	Graph_50_119_C	100	0.08	0.7931034482758621	0.6133333333333333	0.9	0.24	111.0	0.6917293233082706	0.3789473684210526
CPC	Graph_50_119_C	100	0.1	0.7868852459016393	0.64	0.7777777777777778	0.28	110.0	0.7058823529411764	0.4117647058823529
CPC	Graph_50_120_C	100	1.0E-4	0.9333333333333333	0.37333333333333335	1.0	0.02666666666666667	124.0	0.5333333333333333	0.05194805194805195
CPC	Graph_50_120_C	100	0.001	0.9393939393939394	0.41333333333333333	0.75	0.04	121.0	0.5740740740740741	0.07594936708860758
CPC	Graph_50_120_C	100	0.01	0.8571428571428571	0.48	0.6666666666666666	0.10666666666666667	121.0	0.6153846153846153	0.1839080459770115
CPC	Graph_50_120_C	100	0.03	0.8444444444444444	0.5066666666666667	0.7777777777777778	0.18666666666666668	115.0	0.6333333333333333	0.3010752688172043
CPC	Graph_50_120_C	100	0.05	0.8367346938775511	0.5466666666666666	0.7777777777777778	0.18666666666666668	114.0	0.6612903225806451	0.3010752688172043
CPC	Graph_50_120_C	100	0.08	0.8235294117647058	0.56	0.75	0.2	114.0	0.6666666666666666	0.31578947368421056
CPC	Graph_50_120_C	100	0.1	0.7924528301886793	0.56	0.7619047619047619	0.21333333333333335	117.0	0.65625	0.3333333333333333
CPC	Graph_50_1001_C	1000	1.0E-4	0.9344262295081968	0.76	0.9210526315789473	0.4666666666666667	67.0	0.838235294117647	0.6194690265486725
CPC	Graph_50_1001_C	1000	0.001	0.9523809523809523	0.8	0.9318181818181818	0.5466666666666666	56.0	0.8695652173913043	0.6890756302521007
CPC	Graph_50_1001_C	1000	0.01	0.9393939393939394	0.8266666666666667	0.9545454545454546	0.56	54.0	0.8794326241134751	0.7058823529411766
CPC	Graph_50_1001_C	1000	0.03	0.9411764705882353	0.8533333333333334	0.9565217391304348	0.5866666666666667	50.0	0.8951048951048952	0.7272727272727273
CPC	Graph_50_1001_C	1000	0.05	0.9142857142857143	0.8533333333333334	0.9166666666666666	0.5866666666666667	54.0	0.8827586206896552	0.7154471544715447
CPC	Graph_50_1001_C	1000	0.08	0.9027777777777778	0.8666666666666667	0.92	0.6133333333333333	53.0	0.8843537414965987	0.7360000000000001
CPC	Graph_50_1001_C	1000	0.1	0.9014084507042254	0.8533333333333334	0.9183673469387755	0.6	55.0	0.8767123287671234	0.7258064516129031
CPC	Graph_50_1002_C	1000	1.0E-4	1.0	0.7066666666666667	0.9642857142857143	0.36	71.0	0.828125	0.5242718446601942
CPC	Graph_50_1002_C	1000	0.001	0.9821428571428571	0.7333333333333333	1.0	0.41333333333333333	66.0	0.8396946564885496	0.5849056603773585
CPC	Graph_50_1002_C	1000	0.01	0.9482758620689655	0.7333333333333333	0.9444444444444444	0.4533333333333333	68.0	0.8270676691729324	0.6126126126126126
CPC	Graph_50_1002_C	1000	0.03	0.9322033898305084	0.7333333333333333	1.0	0.44	70.0	0.8208955223880597	0.6111111111111112
CPC	Graph_50_1002_C	1000	0.05	0.9333333333333333	0.7466666666666667	0.9473684210526315	0.48	67.0	0.8296296296296296	0.6371681415929203
CPC	Graph_50_1002_C	1000	0.08	0.9180327868852459	0.7466666666666667	0.918918918918919	0.4533333333333333	70.0	0.823529411764706	0.6071428571428572
CPC	Graph_50_1002_C	1000	0.1	0.875	0.7466666666666667	0.8717948717948718	0.4533333333333333	76.0	0.8057553956834532	0.5964912280701754
CPC	Graph_50_1003_C	1000	1.0E-4	0.9473684210526315	0.72	0.8787878787878788	0.38666666666666666	75.0	0.8181818181818181	0.537037037037037
CPC	Graph_50_1003_C	1000	0.001	0.9	0.72	0.8787878787878788	0.38666666666666666	80.0	0.7999999999999999	0.537037037037037
CPC	Graph_50_1003_C	1000	0.01	0.9032258064516129	0.7466666666666667	0.8421052631578947	0.4266666666666667	76.0	0.8175182481751825	0.5663716814159292
CPC	Graph_50_1003_C	1000	0.03	0.90625	0.7733333333333333	0.8222222222222222	0.49333333333333335	69.0	0.8345323741007193	0.6166666666666666
CPC	Graph_50_1003_C	1000	0.05	0.8923076923076924	0.7733333333333333	0.8604651162790697	0.49333333333333335	70.0	0.8285714285714286	0.6271186440677966
CPC	Graph_50_1003_C	1000	0.08	0.8955223880597015	0.8	0.8666666666666667	0.52	66.0	0.8450704225352113	0.65
CPC	Graph_50_1003_C	1000	0.1	0.8857142857142857	0.8266666666666667	0.8775510204081632	0.5733333333333334	62.0	0.8551724137931035	0.6935483870967741
CPC	Graph_50_1004_C	1000	1.0E-4	0.9636363636363636	0.7066666666666667	0.9142857142857143	0.4266666666666667	72.0	0.8153846153846154	0.5818181818181819
CPC	Graph_50_1004_C	1000	0.001	0.9473684210526315	0.72	0.9473684210526315	0.48	67.0	0.8181818181818181	0.6371681415929203
CPC	Graph_50_1004_C	1000	0.01	0.9491525423728814	0.7466666666666667	0.9743589743589743	0.5066666666666667	63.0	0.8358208955223881	0.6666666666666667
CPC	Graph_50_1004_C	1000	0.03	0.9491525423728814	0.7466666666666667	0.972972972972973	0.48	65.0	0.8358208955223881	0.6428571428571428
CPC	Graph_50_1004_C	1000	0.05	0.9322033898305084	0.7333333333333333	0.8947368421052632	0.4533333333333333	71.0	0.8208955223880597	0.6017699115044247
CPC	Graph_50_1004_C	1000	0.08	0.9032258064516129	0.7466666666666667	0.8974358974358975	0.4666666666666667	73.0	0.8175182481751825	0.6140350877192983
CPC	Graph_50_1004_C	1000	0.1	0.8769230769230769	0.76	0.8837209302325582	0.5066666666666667	73.0	0.8142857142857143	0.6440677966101697
CPC	Graph_50_1005_C	1000	1.0E-4	0.9285714285714286	0.6933333333333334	0.9393939393939394	0.41333333333333333	75.0	0.7938931297709924	0.5740740740740741
CPC	Graph_50_1005_C	1000	0.001	0.9444444444444444	0.68	0.9655172413793104	0.37333333333333335	78.0	0.7906976744186047	0.5384615384615384
CPC	Graph_50_1005_C	1000	0.01	0.9454545454545454	0.6933333333333334	0.8787878787878788	0.38666666666666666	77.0	0.8	0.537037037037037
CPC	Graph_50_1005_C	1000	0.03	0.9	0.72	0.9032258064516129	0.37333333333333335	82.0	0.7999999999999999	0.5283018867924528
CPC	Graph_50_1005_C	1000	0.05	0.9016393442622951	0.7333333333333333	0.9310344827586207	0.36	80.0	0.8088235294117647	0.5192307692307692
CPC	Graph_50_1005_C	1000	0.08	0.8571428571428571	0.72	0.7837837837837838	0.38666666666666666	86.0	0.782608695652174	0.5178571428571429
CPC	Graph_50_1005_C	1000	0.1	0.8333333333333334	0.7333333333333333	0.8571428571428571	0.4	88.0	0.7801418439716311	0.5454545454545455
CPC	Graph_50_1006_C	1000	1.0E-4	0.8867924528301887	0.6266666666666667	0.85	0.22666666666666666	99.0	0.734375	0.35789473684210527
CPC	Graph_50_1006_C	1000	0.001	0.8727272727272727	0.64	0.8461538461538461	0.29333333333333333	96.0	0.7384615384615385	0.43564356435643564
CPC	Graph_50_1006_C	1000	0.01	0.8813559322033898	0.6933333333333334	0.8928571428571429	0.3333333333333333	87.0	0.7761194029850748	0.48543689320388345
CPC	Graph_50_1006_C	1000	0.03	0.864406779661017	0.68	0.78125	0.3333333333333333	91.0	0.7611940298507464	0.46728971962616817
CPC	Graph_50_1006_C	1000	0.05	0.864406779661017	0.68	0.7575757575757576	0.3333333333333333	92.0	0.7611940298507464	0.4629629629629629
CPC	Graph_50_1006_C	1000	0.08	0.8524590163934426	0.6933333333333334	0.8	0.37333333333333335	90.0	0.7647058823529411	0.5090909090909091
CPC	Graph_50_1006_C	1000	0.1	0.8524590163934426	0.6933333333333334	0.7428571428571429	0.3466666666666667	93.0	0.7647058823529411	0.4727272727272728
CPC	Graph_50_1007_C	1000	1.0E-4	0.9833333333333333	0.7866666666666666	0.918918918918919	0.4533333333333333	61.0	0.8740740740740739	0.6071428571428572
CPC	Graph_50_1007_C	1000	0.001	0.967741935483871	0.8	0.9722222222222222	0.4666666666666667	59.0	0.8759124087591241	0.6306306306306306
CPC	Graph_50_1007_C	1000	0.01	0.9538461538461539	0.8266666666666667	0.8723404255319149	0.5466666666666666	57.0	0.8857142857142857	0.6721311475409836
CPC	Graph_50_1007_C	1000	0.03	0.953125	0.8133333333333334	0.8571428571428571	0.56	57.0	0.8776978417266187	0.6774193548387096
CPC	Graph_50_1007_C	1000	0.05	0.953125	0.8133333333333334	0.8936170212765957	0.56	56.0	0.8776978417266187	0.6885245901639345
CPC	Graph_50_1007_C	1000	0.08	0.9253731343283582	0.8266666666666667	0.8235294117647058	0.56	62.0	0.8732394366197183	0.6666666666666666
CPC	Graph_50_1007_C	1000	0.1	0.8857142857142857	0.8266666666666667	0.84	0.56	67.0	0.8551724137931035	0.6720000000000002
CPC	Graph_50_1008_C	1000	1.0E-4	0.9245283018867925	0.6533333333333333	0.88	0.29333333333333333	87.0	0.765625	0.44
CPC	Graph_50_1008_C	1000	0.001	0.9272727272727272	0.68	0.8666666666666667	0.3466666666666667	82.0	0.7846153846153845	0.49523809523809526
CPC	Graph_50_1008_C	1000	0.01	0.9122807017543859	0.6933333333333334	0.8787878787878788	0.38666666666666666	80.0	0.7878787878787878	0.537037037037037
CPC	Graph_50_1008_C	1000	0.03	0.9322033898305084	0.7333333333333333	0.9142857142857143	0.4266666666666667	72.0	0.8208955223880597	0.5818181818181819
